Rank,Name,Platform,Year,Genre,Publisher,NA_Sales,EU_Sales,JP_Sales,Other_Sales,Global_Sales,Decade,Era,NA_Sales_Pct,EU_Sales_Pct,JP_Sales_Pct,Other_Sales_Pct,Success_Category,Multi_Region_Success
5560,Dead Rising 2: Off the Record,PS,2011,Action,Capcom,0.11,0.08,0.1,0.03,0.33,2010,2010s+,0.3333333333333333,0.24242424242424243,0.30303030303030304,0.0909090909090909,Niche (<1M),False
5561,Frogger II: Threeedeep!,2600,1983,Action,Parker Bros.,0.31,0.02,0.0,0.0,0.33,1980,Pre-1990,0.9393939393939393,0.06060606060606061,0.0,0.0,Niche (<1M),False
5562,Etrian Odyssey III: The Drowned City,DS,2010,Role-Playing,Atlus,0.13,0.0,0.19,0.01,0.33,2010,2010s+,0.3939393939393939,0.0,0.5757575757575757,0.030303030303030304,Niche (<1M),True
5563,LEGO The Lord of the Rings,PS,2012,Action,Warner Bros. Interactive Entertainment,0.1,0.15,0.0,0.07,0.33,2010,2010s+,0.30303030303030304,0.45454545454545453,0.0,0.21212121212121213,Niche (<1M),False
5564,NBA Live 06,GC,2005,Sports,Electronic Arts,0.25,0.07,0.0,0.01,0.33,2000,2000s,0.7575757575757576,0.21212121212121213,0.0,0.030303030303030304,Niche (<1M),False
5565,Karaoke Revolution Presents American Idol Encore 2,Wii,2008,Misc,Konami Digital Entertainment,0.3,0.0,0.0,0.02,0.33,2000,2000s,0.9090909090909091,0.0,0.0,0.06060606060606061,Niche (<1M),False
5566,Fireball,2600,1981,Action,Starpath Corp.,0.3,0.02,0.0,0.0,0.33,1980,Pre-1990,0.9090909090909091,0.06060606060606061,0.0,0.0,Niche (<1M),False
5567,Batman: Arkham Origins,WiiU,2013,Action,Warner Bros. Interactive Entertainment,0.2,0.09,0.0,0.03,0.33,2010,2010s+,0.6060606060606061,0.2727272727272727,0.0,0.0909090909090909,Niche (<1M),False
5568,Discovery Kids: Puppy Playtime,DS,2009,Simulation,505 Games,0.3,0.0,0.0,0.02,0.33,2000,2000s,0.9090909090909091,0.0,0.0,0.06060606060606061,Niche (<1M),False
5569,Dr. Mario / Puzzle League,GBA,2005,Puzzle,Nintendo,0.12,0.04,0.16,0.01,0.33,2000,2000s,0.3636363636363636,0.12121212121212122,0.48484848484848486,0.030303030303030304,Niche (<1M),True
5570,Bleach: Shattered Blade,Wii,2006,Fighting,Sega,0.22,0.01,0.08,0.02,0.33,2000,2000s,0.6666666666666666,0.030303030303030304,0.24242424242424243,0.06060606060606061,Niche (<1M),False
5571,Shin Nippon Pro Wrestling: Toukon Retsuden,PS,1995,Fighting,Tomy Corporation,0.0,0.0,0.3,0.02,0.33,1990,1990s,0.0,0.0,0.9090909090909091,0.06060606060606061,Niche (<1M),False
5572,Major League Baseball 2K6,XB,2006,Sports,Take-Two Interactive,0.24,0.07,0.0,0.01,0.33,2000,2000s,0.7272727272727272,0.21212121212121213,0.0,0.030303030303030304,Niche (<1M),False
5573,Pinball Hall of Fame: The Gottlieb Collection,PS,2004,Misc,Play It,0.16,0.12,0.0,0.04,0.33,2000,2000s,0.48484848484848486,0.3636363636363636,0.0,0.12121212121212122,Niche (<1M),True
5574,God of War Collection,PS,2014,Action,Sony Computer Entertainment,0.14,0.1,0.01,0.07,0.33,2010,2010s+,0.42424242424242425,0.30303030303030304,0.030303030303030304,0.21212121212121213,Niche (<1M),False
5575,Dead Space 2,PC,2011,Shooter,Electronic Arts,0.13,0.15,0.0,0.05,0.33,2010,2010s+,0.3939393939393939,0.45454545454545453,0.0,0.15151515151515152,Niche (<1M),True
5576,Def Jam Rapstar,PS,2010,Misc,Konami Digital Entertainment,0.25,0.05,0.0,0.03,0.33,2010,2010s+,0.7575757575757576,0.15151515151515152,0.0,0.0909090909090909,Niche (<1M),False
5577,Overlord II,X360,2009,Action,Codemasters,0.15,0.14,0.0,0.03,0.32,2000,2000s,0.46875,0.43750000000000006,0.0,0.09375,Niche (<1M),True
5578,NBA 2K10,PS,2009,Sports,Take-Two Interactive,0.3,0.0,0.0,0.03,0.32,2000,2000s,0.9375,0.0,0.0,0.09375,Niche (<1M),False
5579,J Stars Victory Vs.,PS,2014,Fighting,Namco Bandai Games,0.04,0.06,0.2,0.02,0.32,2010,2010s+,0.125,0.1875,0.625,0.0625,Niche (<1M),False
5580,The Witcher: Enhanced Edition,PC,2008,Role-Playing,Atari,0.32,0.01,0.0,0.0,0.32,2000,2000s,1.0,0.03125,0.0,0.0,Niche (<1M),False
5581,Teenage Mutant Ninja Turtles 2: Battle Nexus,GBA,2004,Action,Konami Digital Entertainment,0.23,0.09,0.0,0.01,0.32,2000,2000s,0.71875,0.28125,0.0,0.03125,Niche (<1M),False
5582,Nicktoons: Movin',PS,2004,Action,THQ,0.16,0.12,0.0,0.04,0.32,2000,2000s,0.5,0.375,0.0,0.125,Niche (<1M),True
5583,One Piece: Romance Dawn - Bouken no Yoake,PS,2012,Fighting,Namco Bandai Games,0.0,0.0,0.32,0.0,0.32,2010,2010s+,0.0,0.0,1.0,0.0,Niche (<1M),False
5584,Batman: Arkham Origins,PC,2013,Action,Warner Bros. Interactive Entertainment,0.13,0.16,0.0,0.04,0.32,2010,2010s+,0.40625,0.5,0.0,0.125,Niche (<1M),True
5585,SWAT: Global Strike Team,PS,2003,Shooter,Vivendi Games,0.16,0.12,0.0,0.04,0.32,2000,2000s,0.5,0.375,0.0,0.125,Niche (<1M),True
5586,Championship Bass,PS,1999,Sports,Electronic Arts,0.18,0.12,0.0,0.02,0.32,1990,1990s,0.5625,0.375,0.0,0.0625,Niche (<1M),True
5587,Resident Evil: Revelations 2,PS,2015,Action,Capcom,0.06,0.08,0.16,0.03,0.32,2010,2010s+,0.1875,0.25,0.5,0.09375,Niche (<1M),False
5588,Test Drive Unlimited,X360,2006,Racing,Atari,0.23,0.04,0.02,0.03,0.32,2000,2000s,0.71875,0.125,0.0625,0.09375,Niche (<1M),False
5589,Golden Axe: Beast Rider,PS,2008,Action,Sega,0.13,0.14,0.0,0.06,0.32,2000,2000s,0.40625,0.43750000000000006,0.0,0.1875,Niche (<1M),True
5590,Madden NFL 13,PS,2012,Sports,Electronic Arts,0.3,0.0,0.0,0.03,0.32,2010,2010s+,0.9375,0.0,0.0,0.09375,Niche (<1M),False
5591,Bratz: Girlz Really Rock,DS,2008,Action,THQ,0.18,0.11,0.0,0.03,0.32,2000,2000s,0.5625,0.34375,0.0,0.09375,Niche (<1M),True
5592,NCAA Basketball 10,X360,2009,Sports,Electronic Arts,0.3,0.0,0.0,0.02,0.32,2000,2000s,0.9375,0.0,0.0,0.0625,Niche (<1M),False
5593,Dead or Alive 5,X360,2012,Fighting,Ubisoft Annecy,0.19,0.08,0.03,0.02,0.32,2010,2010s+,0.59375,0.25,0.09375,0.0625,Niche (<1M),False
5594,Shin Megami Tensei: Devil Survivor 2,DS,2011,Role-Playing,Ghostlight,0.17,0.01,0.12,0.01,0.32,2010,2010s+,0.53125,0.03125,0.375,0.03125,Niche (<1M),True
5595,NHL Breakaway 98,N64,1998,Sports,Acclaim Entertainment,0.3,0.02,0.0,0.0,0.32,1990,1990s,0.9375,0.0625,0.0,0.0,Niche (<1M),False
5596,Momotarou Dentetsu 20-Shuunen,DS,2008,Misc,Hudson Soft,0.0,0.0,0.32,0.0,0.32,2000,2000s,0.0,0.0,1.0,0.0,Niche (<1M),False
5597,LEGO Marvel's Avengers,XOne,2016,Action,Warner Bros. Interactive Entertainment,0.18,0.11,0.0,0.03,0.32,2010,2010s+,0.5625,0.34375,0.0,0.09375,Niche (<1M),True
5598,Tekken 6,PS,2009,Fighting,Namco Bandai Games,0.15,0.04,0.1,0.03,0.32,2000,2000s,0.46875,0.125,0.3125,0.09375,Niche (<1M),False
5599,Kinetica,PS,2001,Racing,Sony Computer Entertainment,0.16,0.12,0.0,0.04,0.32,2000,2000s,0.5,0.375,0.0,0.125,Niche (<1M),True
5600,Beautiful Katamari,X360,2007,Puzzle,Namco Bandai Games,0.14,0.02,0.15,0.02,0.32,2000,2000s,0.43750000000000006,0.0625,0.46875,0.0625,Niche (<1M),True
5601,Bust-A-Move '99,PS,1997,Puzzle,Acclaim Entertainment,0.18,0.12,0.0,0.02,0.32,1990,1990s,0.5625,0.375,0.0,0.0625,Niche (<1M),True
5602,NBA Street V3,XB,2005,Sports,Electronic Arts,0.28,0.03,0.0,0.01,0.32,2000,2000s,0.8750000000000001,0.09375,0.0,0.03125,Niche (<1M),False
5603,Overlord II,PS,2009,Action,Codemasters,0.11,0.15,0.0,0.06,0.32,2000,2000s,0.34375,0.46875,0.0,0.1875,Niche (<1M),True
5604,Dragon Quest Monsters 1·2,PS,2002,Role-Playing,Enix Corporation,0.0,0.0,0.3,0.02,0.32,2000,2000s,0.0,0.0,0.9375,0.0625,Niche (<1M),False
5605,Army of Two: The 40th Day,PS,2010,Shooter,Electronic Arts,0.12,0.13,0.0,0.08,0.32,2010,2010s+,0.375,0.40625,0.0,0.25,Niche (<1M),True
5606,Ben 10 Ultimate Alien: Cosmic Destruction,DS,2010,Platform,D3Publisher,0.22,0.08,0.0,0.03,0.32,2010,2010s+,0.6875,0.25,0.0,0.09375,Niche (<1M),False
5607,Bigfoot: Collision Course,Wii,2008,Racing,Zoo Digital Publishing,0.3,0.0,0.0,0.02,0.32,2000,2000s,0.9375,0.0,0.0,0.0625,Niche (<1M),False
5608,Batman: Arkham Asylum,PC,2009,Action,Eidos Interactive,0.0,0.27,0.0,0.05,0.32,2000,2000s,0.0,0.84375,0.0,0.15625,Niche (<1M),False
5609,Crash of the Titans,X360,2007,Action,Vivendi Games,0.27,0.02,0.0,0.03,0.32,2000,2000s,0.84375,0.0625,0.0,0.09375,Niche (<1M),False
5610,The Legend of Spyro: Dawn of the Dragon,X360,2008,Platform,Vivendi Games,0.16,0.13,0.0,0.03,0.32,2000,2000s,0.5,0.40625,0.0,0.09375,Niche (<1M),True
5611,Prey,X360,2006,Shooter,Take-Two Interactive,0.27,0.03,0.0,0.03,0.32,2000,2000s,0.84375,0.09375,0.0,0.09375,Niche (<1M),False
5612,Birthday Party Bash,Wii,2009,Misc,Take-Two Interactive,0.3,0.0,0.0,0.02,0.32,2000,2000s,0.9375,0.0,0.0,0.0625,Niche (<1M),False
5613,OverBlood,PS,1996,Action,Electronic Arts,0.05,0.04,0.21,0.02,0.32,1990,1990s,0.15625,0.125,0.65625,0.0625,Niche (<1M),False
5614,ESPN X-Games Pro Boarder,PS,1997,Sports,Sony Computer Entertainment,0.18,0.12,0.0,0.02,0.32,1990,1990s,0.5625,0.375,0.0,0.0625,Niche (<1M),True
5615,Murdered: Soul Suspect,PS,2014,Action,Square Enix,0.09,0.16,0.02,0.05,0.32,2010,2010s+,0.28125,0.5,0.0625,0.15625,Niche (<1M),False
5616,Tony Hawk's American Wasteland,X360,2005,Sports,Activision,0.28,0.02,0.0,0.03,0.32,2000,2000s,0.8750000000000001,0.0625,0.0,0.09375,Niche (<1M),False
5617,Harvest Moon: Back to Nature,PS,1999,Simulation,Ubisoft,0.11,0.07,0.12,0.02,0.32,1990,1990s,0.34375,0.21875000000000003,0.375,0.0625,Niche (<1M),True
5618,Sniper Elite 3,X360,2014,Shooter,505 Games,0.16,0.14,0.0,0.03,0.32,2010,2010s+,0.5,0.43750000000000006,0.0,0.09375,Niche (<1M),True
5619,Naruto: Ultimate Ninja (JP sales),PS,2003,Fighting,Atari,0.0,0.0,0.32,0.0,0.32,2000,2000s,0.0,0.0,1.0,0.0,Niche (<1M),False
5621,The Settlers 7: Paths to a Kingdom,PC,2010,Strategy,Ubisoft,0.0,0.26,0.0,0.06,0.32,2010,2010s+,0.0,0.8125,0.0,0.1875,Niche (<1M),False
5622,"Go, Diego, Go!: Great Dinosaur Rescue",PS,2008,Action,Take-Two Interactive,0.16,0.12,0.0,0.04,0.32,2000,2000s,0.5,0.375,0.0,0.125,Niche (<1M),True
5623,TrackMania Turbo,PS,2016,Action,Ubisoft,0.03,0.24,0.0,0.05,0.32,2010,2010s+,0.09375,0.75,0.0,0.15625,Niche (<1M),False
5624,The Biggest Loser,DS,2009,Sports,THQ,0.18,0.11,0.0,0.03,0.32,2000,2000s,0.5625,0.34375,0.0,0.09375,Niche (<1M),True
5625,Minute to Win It,X360,2011,Misc,Zoo Games,0.3,0.0,0.0,0.02,0.32,2010,2010s+,0.9375,0.0,0.0,0.0625,Niche (<1M),False
5626,Darkwatch,PS,2005,Shooter,Ubisoft,0.16,0.12,0.0,0.04,0.32,2000,2000s,0.5,0.375,0.0,0.125,Niche (<1M),True
5628,Dance Dance Revolution Universe,X360,2007,Simulation,Konami Digital Entertainment,0.3,0.0,0.0,0.02,0.32,2000,2000s,0.9375,0.0,0.0,0.0625,Niche (<1M),False
5629,SimAnimals,Wii,2009,Simulation,Electronic Arts,0.15,0.14,0.0,0.03,0.32,2000,2000s,0.46875,0.43750000000000006,0.0,0.09375,Niche (<1M),True
5630,Prince of Persia: The Sands of Time,GC,2003,Action,Ubisoft,0.25,0.06,0.0,0.01,0.32,2000,2000s,0.78125,0.1875,0.0,0.03125,Niche (<1M),False
5631,Sky Odyssey,PS,2000,Simulation,Sony Computer Entertainment,0.16,0.12,0.0,0.04,0.32,2000,2000s,0.5,0.375,0.0,0.125,Niche (<1M),True
5632,Nagano Winter Olympics 98,N64,1997,Sports,Konami Digital Entertainment,0.15,0.04,0.13,0.0,0.32,1990,1990s,0.46875,0.125,0.40625,0.0,Niche (<1M),True
5633,Rayman 2: The Great Escape,PS,2000,Platform,Ubisoft,0.18,0.12,0.0,0.02,0.32,2000,2000s,0.5625,0.375,0.0,0.0625,Niche (<1M),True
5634,Kirby's Block Ball,GB,1995,Puzzle,Nintendo,0.0,0.0,0.32,0.0,0.32,1990,1990s,0.0,0.0,1.0,0.0,Niche (<1M),False
5635,DiRT Rally,PS,2016,Racing,Codemasters,0.03,0.24,0.0,0.05,0.32,2010,2010s+,0.09375,0.75,0.0,0.15625,Niche (<1M),False
5636,Fortress,GBA,2001,Action,Majesco Entertainment,0.23,0.08,0.0,0.01,0.32,2000,2000s,0.71875,0.25,0.0,0.03125,Niche (<1M),False
5637,FIFA 2001 Major League Soccer,PS,2000,Sports,Electronic Arts,0.18,0.12,0.0,0.02,0.32,2000,2000s,0.5625,0.375,0.0,0.0625,Niche (<1M),True
5638,Peppa Pig: Theme Park Fun,DS,2011,Misc,P2 Games,0.0,0.28,0.0,0.04,0.32,2010,2010s+,0.0,0.8750000000000001,0.0,0.125,Niche (<1M),False
5639,Rally Cross,PS,1997,Racing,Sony Computer Entertainment,0.18,0.12,0.0,0.02,0.32,1990,1990s,0.5625,0.375,0.0,0.0625,Niche (<1M),True
5640,My Horse & Me,Wii,2007,Sports,Atari,0.27,0.02,0.0,0.03,0.32,2000,2000s,0.84375,0.0625,0.0,0.09375,Niche (<1M),False
5641,Frogger's Adventures: The Rescue,PS,2003,Platform,Konami Digital Entertainment,0.16,0.12,0.0,0.04,0.32,2000,2000s,0.5,0.375,0.0,0.125,Niche (<1M),True
5642,Extreme Pinball,PS,1995,Misc,Electronic Arts,0.18,0.12,0.0,0.02,0.32,1990,1990s,0.5625,0.375,0.0,0.0625,Niche (<1M),True
5643,Shaun White Snowboarding,PS,2008,Sports,Ubisoft,0.26,0.03,0.0,0.03,0.32,2000,2000s,0.8125,0.09375,0.0,0.09375,Niche (<1M),False
5644,Karaoke Revolution Volume 3,PS,2004,Misc,Konami Digital Entertainment,0.16,0.12,0.0,0.04,0.32,2000,2000s,0.5,0.375,0.0,0.125,Niche (<1M),True
5645,Gold's Gym: Cardio Workout (Others sales),Wii,2008,Sports,Ubisoft,0.0,0.3,0.0,0.02,0.32,2000,2000s,0.0,0.9375,0.0,0.0625,Niche (<1M),False
5646,Seaman: Kindan no Pet - Gaze Hakushi no Jikken Shima,PS,2001,Simulation,ASCII Entertainment,0.0,0.0,0.32,0.0,0.32,2000,2000s,0.0,0.0,1.0,0.0,Niche (<1M),False
5647,Street Fighter Alpha 2,SAT,1995,Fighting,Virgin Interactive,0.0,0.0,0.32,0.0,0.32,1990,1990s,0.0,0.0,1.0,0.0,Niche (<1M),False
5648,No.1 Muscle Ranking - Kinniku Banzuke Vol. 1: Oregasaikyouno Otokoda!,PS,1999,Sports,Konami Digital Entertainment,0.0,0.0,0.3,0.02,0.32,1990,1990s,0.0,0.0,0.9375,0.0625,Niche (<1M),False
5649,Cartoon Network Collection: Game Boy Advance Video Platinum Edition,GBA,2005,Misc,Unknown,0.23,0.08,0.0,0.01,0.32,2000,2000s,0.71875,0.25,0.0,0.03125,Niche (<1M),False
5650,Ultimate Fighting Championship: Throwdown,PS,2002,Fighting,Ubisoft,0.16,0.12,0.0,0.04,0.32,2000,2000s,0.5,0.375,0.0,0.125,Niche (<1M),True
5651,Marvel Nemesis: Rise of the Imperfects,PS,2005,Fighting,Electronic Arts,0.29,0.0,0.0,0.03,0.32,2000,2000s,0.9062499999999999,0.0,0.0,0.09375,Niche (<1M),False
5652,SpongeBob SquarePants: Double Pack,GBA,2005,Platform,THQ,0.23,0.08,0.0,0.01,0.32,2000,2000s,0.71875,0.25,0.0,0.03125,Niche (<1M),False
5653,Tetris 2 + Bombliss,NES,1991,Puzzle,BPS,0.0,0.0,0.32,0.0,0.32,1990,1990s,0.0,0.0,1.0,0.0,Niche (<1M),False
5654,Harry Potter and the Half-Blood Prince,X360,2009,Action,Electronic Arts,0.17,0.12,0.0,0.03,0.32,2000,2000s,0.53125,0.375,0.0,0.09375,Niche (<1M),True
5655,Disney's Extreme Skate Adventure,PS,2003,Sports,Activision,0.16,0.12,0.0,0.04,0.32,2000,2000s,0.5,0.375,0.0,0.125,Niche (<1M),True
5656,Rock Band Country Track Pack,PS,2009,Misc,MTV Games,0.16,0.12,0.0,0.04,0.32,2000,2000s,0.5,0.375,0.0,0.125,Niche (<1M),True
5657,7 Wonders II,DS,2009,Puzzle,Rondomedia,0.14,0.15,0.0,0.03,0.32,2000,2000s,0.43750000000000006,0.46875,0.0,0.09375,Niche (<1M),True
5658,"Ed, Edd n Eddy: Jawbreakers!",GBA,2002,Adventure,BAM! Entertainment,0.23,0.08,0.0,0.01,0.32,2000,2000s,0.71875,0.25,0.0,0.03125,Niche (<1M),False
5660,Frankenstein's Monster,2600,1982,Action,Data Age,0.3,0.02,0.0,0.0,0.32,1980,Pre-1990,0.9375,0.0625,0.0,0.0,Niche (<1M),False
5661,Riven: The Sequel to Myst,PS,1997,Adventure,Acclaim Entertainment,0.18,0.12,0.0,0.02,0.32,1990,1990s,0.5625,0.375,0.0,0.0625,Niche (<1M),True
5662,Derby Stallion DS,DS,2008,Sports,Enterbrain,0.0,0.0,0.32,0.0,0.32,2000,2000s,0.0,0.0,1.0,0.0,Niche (<1M),False
5663,Mirror's Edge Catalyst,PS,2016,Platform,Electronic Arts,0.1,0.14,0.02,0.06,0.32,2010,2010s+,0.3125,0.43750000000000006,0.0625,0.1875,Niche (<1M),False
5664,Manhunt 2,PS,2007,Action,Take-Two Interactive,0.04,0.18,0.0,0.1,0.32,2000,2000s,0.125,0.5625,0.0,0.3125,Niche (<1M),False
5665,NBA 2K3,XB,2002,Sports,Sega,0.24,0.07,0.0,0.01,0.32,2000,2000s,0.75,0.21875000000000003,0.0,0.03125,Niche (<1M),False
5666,Monster Lab,Wii,2008,Role-Playing,Eidos Interactive,0.28,0.02,0.0,0.02,0.32,2000,2000s,0.8750000000000001,0.0625,0.0,0.0625,Niche (<1M),False
5667,Dragon Quest Monsters: Battle Road Victory,Wii,2010,Strategy,Square Enix,0.0,0.0,0.32,0.0,0.32,2010,2010s+,0.0,0.0,1.0,0.0,Niche (<1M),False
5668,Shin Momotarou Densetsu,SNES,1993,Role-Playing,Hudson Soft,0.0,0.0,0.32,0.0,0.32,1990,1990s,0.0,0.0,1.0,0.0,Niche (<1M),False
5669,From TV Animation One Piece: Grand Battle! 3,PS,2003,Fighting,Namco Bandai Games,0.0,0.0,0.32,0.0,0.32,2000,2000s,0.0,0.0,1.0,0.0,Niche (<1M),False
5670,Sega Smash Pack,GBA,2002,Misc,Atari,0.23,0.08,0.0,0.01,0.32,2000,2000s,0.71875,0.25,0.0,0.03125,Niche (<1M),False
5672,The Conveni: Ano Machi wo Dokusen Seyo,PS,1997,Simulation,Human Entertainment,0.0,0.0,0.3,0.02,0.32,1990,1990s,0.0,0.0,0.9375,0.0625,Niche (<1M),False
5673,Shin Super Robot Taisen Special Disk,PS,1997,Strategy,Banpresto,0.0,0.0,0.3,0.02,0.32,1990,1990s,0.0,0.0,0.9375,0.0625,Niche (<1M),False
5674,Live A Live,SNES,1994,Role-Playing,SquareSoft,0.0,0.0,0.32,0.0,0.32,1990,1990s,0.0,0.0,1.0,0.0,Niche (<1M),False
5675,NFL Fever 2004,XB,2003,Sports,Microsoft Game Studios,0.24,0.07,0.0,0.01,0.32,2000,2000s,0.75,0.21875000000000003,0.0,0.03125,Niche (<1M),False
5676,Madden NFL 2002,GBA,2001,Sports,Electronic Arts,0.23,0.08,0.0,0.01,0.32,2000,2000s,0.71875,0.25,0.0,0.03125,Niche (<1M),False
5677,UEFA Euro 2008 Austria-Switzerland,PS,2008,Sports,Electronic Arts,0.03,0.0,0.0,0.28,0.32,2000,2000s,0.09375,0.0,0.0,0.8750000000000001,Niche (<1M),False
5678,Clive Barker's Jericho,X360,2007,Shooter,Codemasters,0.28,0.01,0.0,0.02,0.32,2000,2000s,0.8750000000000001,0.03125,0.0,0.0625,Niche (<1M),False
5679,Littlest Pet Shop: City Friends,DS,2009,Simulation,Electronic Arts,0.29,0.0,0.0,0.02,0.32,2000,2000s,0.9062499999999999,0.0,0.0,0.0625,Niche (<1M),False
5680,Kingdom Under Fire: The Crusaders,XB,2004,Strategy,Deep Silver,0.24,0.07,0.0,0.01,0.32,2000,2000s,0.75,0.21875000000000003,0.0,0.03125,Niche (<1M),False
5681,4x4 Evolution,PS,2001,Racing,Gathering of Developers,0.16,0.12,0.0,0.04,0.32,2000,2000s,0.5,0.375,0.0,0.125,Niche (<1M),True
5682,Cabela's Dangerous Hunts 2011,X360,2010,Sports,Activision,0.28,0.01,0.0,0.02,0.32,2010,2010s+,0.8750000000000001,0.03125,0.0,0.0625,Niche (<1M),False
5683,Momotarou Dentetsu Happy,SNES,1996,Misc,Hudson Soft,0.0,0.0,0.32,0.0,0.32,1990,1990s,0.0,0.0,1.0,0.0,Niche (<1M),False
5684,Power Rangers: Time Force,PS,2001,Action,THQ,0.18,0.12,0.0,0.02,0.32,2000,2000s,0.5625,0.375,0.0,0.0625,Niche (<1M),True
5685,Romance of the Three Kingdoms VII,PS,2000,Strategy,Tecmo Koei,0.08,0.06,0.16,0.02,0.32,2000,2000s,0.25,0.1875,0.5,0.0625,Niche (<1M),False
5686,Shrek the Third,PS,2007,Action,Activision,0.08,0.15,0.0,0.09,0.32,2000,2000s,0.25,0.46875,0.0,0.28125,Niche (<1M),False
5687,Catherine,X360,2011,Adventure,Deep Silver,0.2,0.06,0.03,0.02,0.32,2010,2010s+,0.625,0.1875,0.09375,0.0625,Niche (<1M),False
5688,BlazBlue: Continuum Shift,X360,2010,Fighting,PQube,0.23,0.04,0.02,0.02,0.32,2010,2010s+,0.71875,0.125,0.0625,0.0625,Niche (<1M),False
5689,"Monsters, Inc.",PS,2002,Adventure,Sony Computer Entertainment,0.15,0.12,0.0,0.04,0.32,2000,2000s,0.46875,0.375,0.0,0.125,Niche (<1M),True
5690,DJ Hero,PS,2009,Misc,Activision,0.1,0.02,0.0,0.2,0.32,2000,2000s,0.3125,0.0625,0.0,0.625,Niche (<1M),False
5691,WipEout Pulse,PS,2007,Racing,Sony Computer Entertainment,0.13,0.12,0.0,0.06,0.32,2000,2000s,0.40625,0.375,0.0,0.1875,Niche (<1M),True
5692,Quiz Magic Academy DS,DS,2008,Misc,Konami Digital Entertainment,0.0,0.0,0.32,0.0,0.32,2000,2000s,0.0,0.0,1.0,0.0,Niche (<1M),False
5693,Just Dance 2016,XOne,2015,Misc,Ubisoft,0.24,0.04,0.0,0.03,0.32,2010,2010s+,0.75,0.125,0.0,0.09375,Niche (<1M),False
5694,Resident Evil Archives: Resident Evil,Wii,2008,Action,Capcom,0.17,0.04,0.08,0.02,0.32,2000,2000s,0.53125,0.125,0.25,0.0625,Niche (<1M),False
5695,Dynasty Warriors 4 Empires,PS,2004,Action,Tecmo Koei,0.0,0.0,0.32,0.0,0.32,2000,2000s,0.0,0.0,1.0,0.0,Niche (<1M),False
5696,Shenmue II,XB,2002,Adventure,Microsoft Game Studios,0.22,0.08,0.0,0.01,0.32,2000,2000s,0.6875,0.25,0.0,0.03125,Niche (<1M),False
5697,Heart of Darkness,PS,1998,Platform,Ocean,0.18,0.12,0.0,0.02,0.32,1990,1990s,0.5625,0.375,0.0,0.0625,Niche (<1M),True
5698,LEGO Marvel's Avengers,PS,2016,Action,Warner Bros. Interactive Entertainment,0.1,0.17,0.0,0.05,0.32,2010,2010s+,0.3125,0.53125,0.0,0.15625,Niche (<1M),False
5699,Virtua Striker 2,DC,1999,Sports,Sega,0.0,0.0,0.32,0.0,0.32,1990,1990s,0.0,0.0,1.0,0.0,Niche (<1M),False
5700,Fable III,PC,2011,Role-Playing,Microsoft Game Studios,0.09,0.17,0.0,0.05,0.32,2010,2010s+,0.28125,0.53125,0.0,0.15625,Niche (<1M),False
5701,Dragon Ball: XenoVerse,XOne,2015,Fighting,Namco Bandai Games,0.18,0.11,0.0,0.03,0.31,2010,2010s+,0.5806451612903225,0.3548387096774194,0.0,0.0967741935483871,Niche (<1M),True
5702,Might & Magic Heroes VI,PC,2011,Role-Playing,Ubisoft,0.12,0.14,0.0,0.05,0.31,2010,2010s+,0.3870967741935484,0.4516129032258065,0.0,0.16129032258064518,Niche (<1M),True
5703,Fuel,X360,2009,Racing,Codemasters,0.09,0.19,0.0,0.04,0.31,2000,2000s,0.29032258064516125,0.6129032258064516,0.0,0.12903225806451613,Niche (<1M),False
5704,ExerBeat,Wii,2010,Sports,Namco Bandai Games,0.1,0.18,0.0,0.03,0.31,2010,2010s+,0.32258064516129037,0.5806451612903225,0.0,0.0967741935483871,Niche (<1M),False
5705,WarCraft II: The Dark Saga,PS,1997,Strategy,Electronic Arts,0.18,0.12,0.0,0.02,0.31,1990,1990s,0.5806451612903225,0.3870967741935484,0.0,0.06451612903225806,Niche (<1M),True
5706,MonHun Nikki: Poka Poka Ailu Mura G,PS,2011,Role-Playing,Capcom,0.0,0.0,0.31,0.0,0.31,2010,2010s+,0.0,0.0,1.0,0.0,Niche (<1M),False
5707,Crash Nitro Kart,XB,2003,Racing,Vivendi Games,0.24,0.07,0.0,0.01,0.31,2000,2000s,0.7741935483870968,0.22580645161290325,0.0,0.03225806451612903,Niche (<1M),False
5708,Sesame Street: Cookie's Counting Carnival,Wii,2010,Misc,Warner Bros. Interactive Entertainment,0.29,0.0,0.0,0.02,0.31,2010,2010s+,0.9354838709677419,0.0,0.0,0.06451612903225806,Niche (<1M),False
5709,NBA ShootOut,PS,1995,Sports,Sony Computer Entertainment,0.17,0.12,0.0,0.02,0.31,1990,1990s,0.5483870967741936,0.3870967741935484,0.0,0.06451612903225806,Niche (<1M),True
5710,Fishing Master,Wii,2007,Misc,Konami Digital Entertainment,0.29,0.0,0.0,0.02,0.31,2000,2000s,0.9354838709677419,0.0,0.0,0.06451612903225806,Niche (<1M),False
5711,Phineas and Ferb Ride Again,DS,2010,Action,Disney Interactive Studios,0.25,0.04,0.0,0.02,0.31,2010,2010s+,0.8064516129032259,0.12903225806451613,0.0,0.06451612903225806,Niche (<1M),False
